Experiment	Sweeper	
Saved Date	30.06.2023 16:04:31	
User		
Date		
Start time	30.06.2023 16:04:25	
Sweep channel: Name	Output 2 (V)	
Sweep channel: Start (V)	-200E-6	
Sweep channel: Stop (V)	200E-6	
Sweep channel: Points	501	
Sweep channel: Max slew rate (V/s)	Inf	
Sweep channel: Initial settling time (s)	20E+3	
Sweep channel: End settling time (s)	2E+0	
Sweep channel: Backward sweep	TRUE	
Sweep channel: Number of sweeps	2	
Sweep channel: Reset	FALSE	
Step channel 1: Name	Output 3 (V)	
Step channel 1: Start (V)	50E-3	
Step channel 1: Stop (V)	50E-3	
Step channel 1: Points	2	
Step channel 1: Max slew rate (V/s)	10E+0	
Step channel 1:  Initial settling time (s)	2E+0	
Step channel 1: End settling time (s)	2E+0	
Step channel 1: Backward sweep	FALSE	
Step channel 1: Reset	FALSE	
Sweep Type	2D-Both RT	
Acquire channels	Input 1 (V);LI Demod 3 X (V)	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Output 2 Setp. (V)	Input 1 [00001] (V)	LI Demod 3 X [00001] (V)	Input 1 [00001] [bwd] (V)	LI Demod 3 X [00001] [bwd] (V)
-121.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-120.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-120.00000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-119.20000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-118.40000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-117.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-116.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-116.00000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-115.20000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-114.40000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-113.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-112.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-112.00000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-111.20000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-110.40000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-109.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-108.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-108.00000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-107.20000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-106.40000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-105.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-104.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-104.00000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-103.20000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-102.40000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-101.60000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-100.80000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-99.999997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-99.199999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-98.400000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-97.600001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-96.800002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-96.000003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-95.200005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-94.399998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-93.600000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-92.800001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-92.000002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-91.200003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-90.400004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-89.599998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-88.800000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-88.000001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-87.200002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-86.400003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-85.600004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-84.800005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-83.999999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-83.200001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-82.400002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-81.600003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-80.800004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-80.000005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-79.199999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-78.400000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-77.600009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-76.800003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-75.999997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-75.200005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-74.399999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-73.600007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-72.800001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-72.000010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-71.200004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-70.399998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-69.600006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-68.800000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-68.000008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-67.200002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-66.399996E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-65.600005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-64.799999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-64.000007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-63.200001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-62.400009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-61.600003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-60.799997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-60.000006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-59.200000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-58.400008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-57.600002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-56.800010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-56.000004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-55.199998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-54.400007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-53.600001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-52.800009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-52.000003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-51.199997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-50.400005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-49.599999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-48.800008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-48.000002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-47.200010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-46.400004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-45.599998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-44.800006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-44.000000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-43.200009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-42.400003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-41.600011E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-40.800005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-39.999999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-39.200007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-38.400001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-37.600010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-36.800004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-35.999998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-35.200006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-34.400000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-33.600008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-32.800002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-32.000011E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-31.200005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-30.399999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-29.600007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-28.800001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-28.000009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-27.200003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-26.400012E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-25.600006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-24.800000E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-24.000008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-23.200002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-22.400010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-21.600004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-20.799998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-20.000007E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-19.200001E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-18.400009E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-17.600003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-16.800012E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-16.000005E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-15.199999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-14.400008E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-13.600002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-12.800010E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-12.000004E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-11.200013E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-10.400006E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-9.6000003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-8.8000088E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-8.0000027E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-7.2000112E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-6.4000051E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-5.6000135E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-4.8000074E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-4.0000014E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-3.2000098E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-2.4000037E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-1.6000122E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
-800.00609E-9	0.0000000E+0	NaN	0.0000000E+0	NaN
0.0000000E+0	0.0000000E+0	NaN	0.0000000E+0	NaN
799.99154E-9	0.0000000E+0	NaN	0.0000000E+0	NaN
1.5999976E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
2.3999892E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
3.1999953E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
3.9999868E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
4.7999929E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
5.5999990E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
6.3999905E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
7.1999966E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
7.9999882E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
8.7999942E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
9.5999858E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
10.399992E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
11.199998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
11.999990E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
12.799996E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
13.599987E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
14.399993E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
15.199999E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
15.999991E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
16.799997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
17.599988E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
18.399995E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
19.199986E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
19.999992E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
20.799998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
21.599990E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
22.399996E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
23.199987E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
23.999994E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
24.799985E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
25.599991E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
26.399997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
27.199989E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
27.999995E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
28.799986E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
29.599993E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
30.399984E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
31.199990E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
31.999996E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
32.799988E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
33.599994E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
34.399985E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
35.199992E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
35.999998E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
36.799989E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
37.599995E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
38.399987E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
39.199993E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
39.999984E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
40.799991E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
41.599997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
42.399988E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
43.199994E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
43.999986E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
44.799977E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
45.599983E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
46.399990E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
47.199996E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
48.000002E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
48.799979E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
49.599985E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
50.399991E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
51.199997E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
52.000003E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
52.799980E-6	0.0000000E+0	NaN	0.0000000E+0	NaN
